TeamName,PrimaryPosition,PrimaryDepth,PlayerName,PlayerURL,PlayerUID,InjuryStatus,Position2,Depth2,Position3,Depth3
Baltimore Ravens,WR,1,DeAndre Hopkins,https://www.espn.com/nfl/player/_/id/15795/deandre-hopkins,s:20~l:28~a:15795,,,,,
Baltimore Ravens,NT,2,John Jenkins,https://www.espn.com/nfl/player/_/id/15846/john-jenkins,s:20~l:28~a:15846,,,,,
Baltimore Ravens,WLB,1,Kyle Van Noy,https://www.espn.com/nfl/player/_/id/16772/kyle-van-noy,s:20~l:28~a:16772,,,,,
Baltimore Ravens,QB,2,Cooper Rush,https://www.espn.com/nfl/player/_/id/2972515/cooper-rush,s:20~l:28~a:2972515,,,,,
Baltimore Ravens,FB,1,Patrick Ricard,https://www.espn.com/nfl/player/_/id/2975417/patrick-ricard,s:20~l:28~a:2975417,,,,,
Baltimore Ravens,LT,1,Ronnie Stanley,https://www.espn.com/nfl/player/_/id/2980153/ronnie-stanley,s:20~l:28~a:2980153,,,,,
Baltimore Ravens,LT,2,Joe Noteboom,https://www.espn.com/nfl/player/_/id/3040008/joe-noteboom,s:20~l:28~a:3040008,,,,,
Baltimore Ravens,RB,1,Derrick Henry,https://www.espn.com/nfl/player/_/id/3043078/derrick-henry,s:20~l:28~a:3043078,,,,,
Baltimore Ravens,WR,3,Keith Kirkwood,https://www.espn.com/nfl/player/_/id/3046401/keith-kirkwood,s:20~l:28~a:3046401,,,,,
Baltimore Ravens,WR,3,Anthony Miller,https://www.espn.com/nfl/player/_/id/3050487/anthony-miller,s:20~l:28~a:3050487,,,,,
Baltimore Ravens,RCB,1,Chidobe Awuzie,https://www.espn.com/nfl/player/_/id/3052101/chidobe-awuzie,s:20~l:28~a:3052101,Q,,,,
Baltimore Ravens,TE,1,Mark Andrews,https://www.espn.com/nfl/player/_/id/3116365/mark-andrews,s:20~l:28~a:3116365,,,,,
Baltimore Ravens,NB,1,Marlon Humphrey,https://www.espn.com/nfl/player/_/id/3126356/marlon-humphrey,s:20~l:28~a:3126356,,,,,
Baltimore Ravens,LS,1,Nick Moore,https://www.espn.com/nfl/player/_/id/3915184/nick-moore,s:20~l:28~a:3915184,,,,,
Baltimore Ravens,LILB,1,Roquan Smith,https://www.espn.com/nfl/player/_/id/3915189/roquan-smith,s:20~l:28~a:3915189,,,,,
Baltimore Ravens,RDE,1,Broderick Washington,https://www.espn.com/nfl/player/_/id/3915837/broderick-washington,s:20~l:28~a:3915837,,,,,
Baltimore Ravens,QB,1,Lamar Jackson,https://www.espn.com/nfl/player/_/id/3916387/lamar-jackson,s:20~l:28~a:3916387,,,,,
Baltimore Ravens,LG,2,Ben Cleveland,https://www.espn.com/nfl/player/_/id/4035002/ben-cleveland,s:20~l:28~a:4035002,,,,,
Baltimore Ravens,LDE,1,Nnamdi Madubuike,https://www.espn.com/nfl/player/_/id/4035245/nnamdi-madubuike,s:20~l:28~a:4035245,,,,,
Baltimore Ravens,RB,2,Justice Hill,https://www.espn.com/nfl/player/_/id/4038441/justice-hill,s:20~l:28~a:4038441,,KR,1,,
Baltimore Ravens,RILB,3,William Kwenkeu,https://www.espn.com/nfl/player/_/id/4044132/william-kwenkeu,s:20~l:28~a:4044132,,,,,
Baltimore Ravens,WR,3,Malik Cunningham,https://www.espn.com/nfl/player/_/id/4240069/malik-cunningham,s:20~l:28~a:4240069,,,,,
Baltimore Ravens,LILB,2,Jacob Hummel,https://www.espn.com/nfl/player/_/id/4241250/jacob-hummel,s:20~l:28~a:4241250,,,,,
Baltimore Ravens,TE,3,Charlie Kolar,https://www.espn.com/nfl/player/_/id/4241263/charlie-kolar,s:20~l:28~a:4241263,,,,,
Baltimore Ravens,WR,2,Tylan Wallace,https://www.espn.com/nfl/player/_/id/4241424/tylan-wallace,s:20~l:28~a:4241424,,PR,1,,
Baltimore Ravens,LG,1,Andrew Vorhees,https://www.espn.com/nfl/player/_/id/4243220/andrew-vorhees,s:20~l:28~a:4243220,,,,,
Baltimore Ravens,P,1,Jordan Stout,https://www.espn.com/nfl/player/_/id/4260224/jordan-stout,s:20~l:28~a:4260224,,H,1,,
Baltimore Ravens,C,1,Tyler Linderbaum,https://www.espn.com/nfl/player/_/id/4360499/tyler-linderbaum,s:20~l:28~a:4360499,,,,,
Baltimore Ravens,WR,1,Rashod Bateman,https://www.espn.com/nfl/player/_/id/4360939/rashod-bateman,s:20~l:28~a:4360939,,,,,
Baltimore Ravens,RG,1,Daniel Faalele,https://www.espn.com/nfl/player/_/id/4360964/daniel-faalele,s:20~l:28~a:4360964,,,,,
Baltimore Ravens,TE,2,Isaiah Likely,https://www.espn.com/nfl/player/_/id/4361050/isaiah-likely,s:20~l:28~a:4361050,,,,,
Baltimore Ravens,SLB,1,Odafe Oweh,https://www.espn.com/nfl/player/_/id/4361422/odafe-oweh,s:20~l:28~a:4361422,,,,,
Baltimore Ravens,QB,3,Devin Leary,https://www.espn.com/nfl/player/_/id/4361653/devin-leary,s:20~l:28~a:4361653,,,,,
Baltimore Ravens,NT,1,Travis Jones,https://www.espn.com/nfl/player/_/id/4362139/travis-jones,s:20~l:28~a:4362139,,,,,
Baltimore Ravens,SS,4,Ar'Darius Washington,https://www.espn.com/nfl/player/_/id/4362492/ardarius-washington,s:20~l:28~a:4362492,O,,,,
Baltimore Ravens,WLB,4,Malik Hamm,https://www.espn.com/nfl/player/_/id/4369994/malik-hamm,s:20~l:28~a:4369994,,,,,
Baltimore Ravens,LCB,3,Jalyn Armour-Davis,https://www.espn.com/nfl/player/_/id/4372017/jalyn-armour-davis,s:20~l:28~a:4372017,,,,,
Baltimore Ravens,SLB,3,Adisa Isaac,https://www.espn.com/nfl/player/_/id/4426372/adisa-isaac,s:20~l:28~a:4426372,,,,,
Baltimore Ravens,WLB,3,David Ojabo,https://www.espn.com/nfl/player/_/id/4426507/david-ojabo,s:20~l:28~a:4426507,,,,,
